State,AreaName,All_Poverty,M_Poverty,F_Poverty,FIPS,Med_Income,M_With,M_Without,F_With,F_Without,All_With,All_Without,Incidence_Rate,Avg_Ann_Incidence,RecentTrend,Mortality_Rate,Avg_Ann_Deaths,POPESTIMATE2015,Rising,Falling
TX,"Hamilton County, Texas",1159,545,614,48193,42432,3075,826,3688,443,6763,1269,59.4,9,stable,41.9,7,8159,0,0
TX,"Hardin County, Texas",6684,2682,4002,48199,52614,22225,4897,22861,4952,45086,9849,66.4,42,stable,53.8,34,55865,0,0
TX,"Harris County, Texas",774568,348592,425976,48201,54457,1618879,533586,1696701,486665,3315580,1020251,56,1768,stable,40.3,"1,243",4538028,0,0
TX,"Harrison County, Texas",11151,5009,6142,48203,45974,26040,6171,27465,6090,53505,12261,79.5,62,stable,60,45,66746,0,0
TX,"Haskell County, Texas",1030,467,563,48207,39850,2190,440,1988,403,4178,843,40.6,4,stable,60.1,5,5737,0,0
TX,"Hays County, Texas",28783,12839,15944,48209,58583,71610,15558,77014,11636,148624,27194,47.2,57,stable,36.1,44,194739,0,0
TX,"Hemphill County, Texas",502,266,236,48211,62813,1552,448,1536,527,3088,975,86.4,3,stable,76.3,3,4264,0,0
TX,"Henderson County, Texas",14572,6271,8301,48213,41607,29559,8648,32037,7881,61596,16529,89.9,104,stable,60.2,70,79545,0,0
TX,"Hidalgo County, Texas",277104,126943,150161,48215,34782,257222,135536,272464,146125,529686,281661,32.7,200,falling,22.5,137,842304,0,1
TX,"Hill County, Texas",7049,3091,3958,48217,41382,13420,3402,13665,3769,27085,7171,69.9,35,stable,63.1,31,34855,0,0
TX,"Hockley County, Texas",3297,1407,1890,48219,50665,8887,2518,9184,2584,18071,5102,51.8,13,stable,35,8,23433,0,0
TX,"Hood County, Texas",6161,2476,3685,48221,56100,21323,4472,22328,4299,43651,8771,64.2,56,stable,47.9,42,55423,0,0
TX,"Hopkins County, Texas",6972,2980,3992,48223,44396,13492,3928,13916,3871,27408,7799,66,29,stable,49,22,36223,0,0
TX,"Houston County, Texas",4918,1850,3068,48225,32698,7507,1746,8766,1747,16273,3493,63.1,22,stable,47.4,16,22785,0,0
TX,"Howard County, Texas",4787,1873,2914,48227,49575,12648,2774,12681,2779,25329,5553,73.3,28,stable,46.9,18,37206,0,0
TX,"Hunt County, Texas",16112,7513,8599,48231,45197,34231,8835,36106,8048,70337,16883,80.2,82,stable,63.1,63,89844,0,0
TX,"Hutchinson County, Texas",3493,1394,2099,48233,49353,9028,1827,8766,2079,17794,3906,58.4,15,stable,45.3,12,21734,0,0
TX,"Jack County, Texas",1324,576,748,48237,50324,3106,830,3066,731,6172,1561,68,7,stable,54.1,6,8878,0,0
TX,"Jackson County, Texas",1765,582,1183,48239,54926,5925,1003,6262,1059,12187,2062,57.5,11,stable,51.8,10,14816,0,0
TX,"Jasper County, Texas",5912,2342,3570,48241,40820,13089,3502,14946,3329,28035,6831,60.3,29,stable,53,25,35506,0,0
TX,"Jefferson County, Texas",47095,19637,27458,48245,43540,89861,26481,96227,26458,186088,52939,65.7,178,stable,49.8,134,254308,0,0
TX,"Jim Wells County, Texas",9128,4274,4854,48249,42986,15575,4670,16196,4620,31771,9290,40.7,18,stable,35.4,16,41382,0,0
TX,"Johnson County, Texas",18392,7958,10434,48251,58135,59557,16156,61348,15792,120905,31948,71.5,109,stable,56.1,86,159990,0,0
TX,"Jones County, Texas",2285,894,1391,48253,43897,4378,973,5783,1398,10161,2371,60.1,14,stable,48.5,11,19970,0,0
TX,"Karnes County, Texas",3079,1427,1652,48255,45502,5180,1052,5187,770,10367,1822,72,12,stable,41.1,7,14975,0,0
TX,"Kaufman County, Texas",15016,6368,8648,48257,60391,42193,10864,45071,10169,87264,21033,79.4,78,stable,54.7,53,114690,0,0
TX,"Kendall County, Texas",2862,1312,1550,48259,73240,15599,2200,16888,2215,32487,4415,44,21,stable,29.5,14,40384,0,0
TX,"Kerr County, Texas",7718,3243,4475,48265,43810,19403,4288,20616,4902,40019,9190,53.9,49,stable,46.2,43,50955,0,0
TX,"Kimble County, Texas",912,401,511,48267,40125,1637,572,1700,518,3337,1090,58.6,5,stable,59.2,5,4388,0,0
TX,"Kleberg County, Texas",7849,3836,4013,48273,38247,12628,3469,11798,3467,24426,6936,53.1,16,falling,36.8,11,31857,0,1
TX,"Lamar County, Texas",9076,3850,5226,48277,40748,19257,4479,20227,4937,39484,9416,78.4,50,stable,55.7,36,49440,0,0
TX,"Lamb County, Texas",3173,1511,1662,48279,39851,5326,1561,5166,1487,10492,3048,41,7,stable,31.1,5,13385,0,0
TX,"Lampasas County, Texas",2923,1347,1576,48281,49630,7621,1924,8352,1832,15973,3756,74.1,19,rising,66.5,17,20588,1,0
TX,"Lavaca County, Texas",1765,684,1081,48285,48677,7766,1495,8471,1382,16237,2877,55.3,17,rising,33.9,11,19836,1,0
TX,"Lee County, Texas",2374,1078,1296,48287,53902,6798,1244,6613,1521,13411,2765,44,9,stable,29.9,6,16898,0,0
TX,"Leon County, Texas",2322,990,1332,48289,49802,6688,1571,6745,1716,13433,3287,67.1,19,stable,62.7,17,17086,0,0
TX,"Liberty County, Texas",12548,5484,7064,48291,48729,27695,8434,27444,7858,55139,16292,84.3,64,stable,69.4,52,79654,0,0
TX,"Limestone County, Texas",5189,2600,2589,48293,37554,8344,3005,8787,2345,17131,5350,81.8,24,stable,57.9,17,23320,0,0
TX,"Live Oak County, Texas",1567,738,829,48297,50400,4064,886,4176,1158,8240,2044,49.4,9,stable,45.3,8,12229,0,0
TX,"Llano County, Texas",2841,1108,1733,48299,48259,7598,1502,8376,1594,15974,3096,53.4,24,stable,42.3,19,19796,0,0
TX,"Lubbock County, Texas",54155,24959,29196,48303,46075,115181,25530,121041,24799,236222,50329,53.2,139,stable,39.3,102,299453,0,0
TX,"Lynn County, Texas",1106,451,655,48305,39526,2195,677,2271,590,4466,1267,47.9,4,stable,45.7,3,5724,0,0
TX,"McCulloch County, Texas",1522,645,877,48307,40561,3306,740,3409,691,6715,1431,56,7,stable,40.8,6,8341,0,0
TX,"McLennan County, Texas",49881,22723,27158,48309,42687,93849,21068,102138,20131,195987,41199,66.1,164,stable,52.7,130,245671,0,0
TX,"Madison County, Texas",1938,925,1013,48313,39390,3731,850,4045,1023,7776,1873,53.7,8,stable,49.9,8,14065,0,0
TX,"Marion County, Texas",2264,742,1522,48315,34175,3761,1077,4209,1053,7970,2130,88.8,16,stable,80.3,14,10160,0,0
TX,"Matagorda County, Texas",7833,3539,4294,48321,40797,13769,4128,14174,4112,27943,8240,67.8,31,stable,48.2,21,36770,0,0
TX,"Maverick County, Texas",14872,6275,8597,48323,33747,18607,8661,18814,9758,37421,18419,36.7,17,stable,23.1,10,57706,0,0
TX,"Medina County, Texas",6656,2989,3667,48325,57338,18545,3569,19705,2956,38250,6525,45.6,24,stable,36.6,20,48417,0,0
TX,"Midland County, Texas",13238,5140,8098,48329,68806,59415,15246,59879,15709,119294,30955,54,71,stable,41.9,54,161077,0,0
TX,"Milam County, Texas",4159,1650,2509,48331,38929,9871,1918,10224,1877,20095,3795,65.2,23,stable,47.1,17,24513,0,0
TX,"Mills County, Texas",688,223,465,48333,43920,1887,288,2108,436,3995,724,45,4,stable,41.1,4,4900,0,0
TX,"Mitchell County, Texas",766,274,492,48335,49870,2548,788,2835,570,5383,1358,81.9,8,stable,58.5,6,9067,0,0
TX,"Montague County, Texas",2878,1274,1604,48337,46172,7160,2262,7429,2328,14589,4590,92.2,26,stable,69.9,20,19262,0,0
TX,"Montgomery County, Texas",59856,27146,32710,48339,68838,203475,43375,212877,39838,416352,83213,61.3,271,falling,47,201,537559,0,1
TX,"Moore County, Texas",4421,2081,2340,48341,49802,9007,2403,8437,2236,17444,4639,65.5,12,stable,46.1,8,22255,0,0
TX,"Morris County, Texas",2346,1000,1346,48343,39453,4990,1057,5323,1189,10313,2246,81.2,16,stable,70.5,14,12516,0,0
TX,"Nacogdoches County, Texas",14752,6761,7991,48347,39538,24195,6779,26244,7459,50439,14238,74.5,47,stable,59.7,37,65664,0,0
TX,"Navarro County, Texas",9794,4323,5471,48349,41505,18433,4787,18895,5267,37328,10054,62.3,35,stable,59.9,35,48323,0,0
TX,"Newton County, Texas",1798,877,921,48351,38144,5334,1736,5786,1018,11120,2754,65.9,13,stable,57.8,11,13986,0,0
TX,"Nolan County, Texas",3108,1410,1698,48353,37102,6040,1512,5859,1464,11899,2976,58.9,12,stable,58.9,11,15107,0,0
TX,"Nueces County, Texas",61965,27065,34900,48355,50337,135715,34184,144940,32292,280655,66476,51.7,184,stable,38.1,134,359715,0,0
TX,"Ochiltree County, Texas",1447,605,842,48357,51517,4160,1228,3919,1275,8079,2503,60.4,5,stable,56.4,5,10747,0,0
TX,"Orange County, Texas",12691,5723,6968,48361,49763,33263,7689,34818,6744,68081,14433,82.7,80,falling,61.9,59,84260,0,1
TX,"Palo Pinto County, Texas",5425,2473,2952,48363,39516,10384,3285,10729,3244,21113,6529,80.8,30,stable,58.4,22,27895,0,0
TX,"Panola County, Texas",3509,1196,2313,48365,50119,9312,2118,10013,2259,19325,4377,70.7,21,stable,56.6,17,23766,0,0
TX,"Parker County, Texas",11785,4602,7183,48367,67288,49667,9106,50821,9399,100488,18505,70.9,92,stable,56.9,71,126042,0,0
TX,"Pecos County, Texas",1643,728,915,48371,50305,5464,1551,5490,1261,10954,2812,40.7,6,falling,39.5,6,16203,0,1
TX,"Polk County, Texas",7279,3252,4027,48373,39662,16766,4163,16862,4307,33628,8470,99.4,67,stable,73.4,49,46972,0,0
TX,"Potter County, Texas",25466,10956,14510,48375,38159,42602,14415,45405,13402,88007,27817,73.3,83,stable,46.9,53,121802,0,0
TX,"Rains County, Texas",1206,514,692,48379,48448,4399,1209,4318,1044,8717,2253,87.5,15,stable,59.9,11,11161,0,0
TX,"Randall County, Texas",13076,5425,7651,48381,60972,53379,8330,56164,8041,109543,16371,52.8,68,stable,38.1,49,130269,0,0
TX,"Real County, Texas",541,242,299,48385,36523,1270,354,1232,409,2502,763,49.4,3,stable,56.7,4,3307,0,0
TX,"Red River County, Texas",2321,1053,1268,48387,31563,4706,1311,5175,1168,9881,2479,67,14,stable,51.5,11,12455,0,0
TX,"Reeves County, Texas",1895,825,1070,48389,43540,4368,860,4883,1253,9251,2113,35.8,5,stable,23.6,3,14732,0,0
TX,"Refugio County, Texas",1203,573,630,48391,44240,2911,661,2944,602,5855,1263,79.8,9,stable,69.5,8,7289,0,0
TX,"Robertson County, Texas",2841,1286,1555,48395,46501,6344,1812,6681,1499,13025,3311,58.2,13,stable,53.6,12,16659,0,0
TX,"Rockwall County, Texas",5310,2397,2913,48397,87524,36281,5253,38024,5226,74305,10479,49.2,34,stable,34.8,24,90861,0,0
TX,"Runnels County, Texas",2071,964,1107,48399,41526,4146,935,4227,928,8373,1863,61.1,10,stable,49.8,8,10551,0,0
TX,"Rusk County, Texas",8510,3598,4912,48401,46173,18852,5291,19359,5367,38211,10658,69.8,43,stable,51.6,33,53070,0,0
TX,"Sabine County, Texas",2840,1363,1477,48403,31307,3777,1276,4130,1174,7907,2450,71.3,16,stable,51.8,11,10368,0,0
TX,"San Augustine County, Texas",2105,978,1127,48405,28275,3122,964,3314,1087,6436,2051,73.8,11,stable,65.6,10,8473,0,0
TX,"San Jacinto County, Texas",5419,2160,3259,48407,43029,10737,2597,10586,2956,21323,5553,93,34,stable,75.2,28,27413,0,0
TX,"San Patricio County, Texas",9949,4153,5796,48409,52261,25544,6973,26358,6379,51902,13352,73.5,51,stable,55.7,39,67357,0,0
TX,"San Saba County, Texas",792,416,376,48411,39040,2429,513,2000,298,4429,811,60.9,6,stable,51.7,5,5901,0,0
TX,"Scurry County, Texas",1527,555,972,48415,56842,6772,1109,6466,1407,13238,2516,76.8,14,stable,53.2,10,17615,0,0
TX,"Shelby County, Texas",5553,2706,2847,48419,37756,9184,3301,9996,3064,19180,6365,73.4,23,stable,60,19,25402,0,0
TX,"Smith County, Texas",37048,16944,20104,48423,46929,82135,21568,91107,20424,173242,41992,67.3,166,stable,47.8,118,222936,0,0
TX,"Somervell County, Texas",1158,406,752,48425,51912,3218,875,3453,874,6671,1749,62,6,stable,44.5,5,8739,0,0
TX,"Starr County, Texas",22663,9955,12708,48427,26172,18529,11332,20213,12022,38742,23354,38.5,20,stable,25.4,13,63795,0,0
TX,"Stephens County, Texas",1751,749,1002,48429,43951,3528,915,3147,1191,6675,2106,83.7,11,stable,68.9,9,9440,0,0
TX,"Swisher County, Texas",1595,708,887,48437,37040,2853,616,3068,567,5921,1183,49.7,5,stable,36.7,4,7533,0,0
TX,"Tarrant County, Texas",283264,129036,154228,48439,58711,739469,189027,793135,177419,1532604,366446,60.2,903,falling,44.4,654,1982498,0,1
TX,"Taylor County, Texas",22395,9712,12683,48441,45396,51598,10570,56226,11336,107824,21906,60.3,85,stable,46.8,67,136051,0,0
TX,"Terry County, Texas",1756,726,1030,48445,37475,4344,1483,4434,1352,8778,2835,70.7,10,stable,52.9,8,12739,0,0
TX,"Titus County, Texas",6848,3136,3712,48449,44178,12377,3575,12702,3605,25079,7180,49.2,15,stable,45,14,32623,0,0
TX,"Tom Green County, Texas",16202,7037,9165,48451,46711,43247,10045,46420,10234,89667,20279,54.1,67,stable,41.5,52,118105,0,0
TX,"Travis County, Texas",180220,84267,95953,48453,61451,454074,106121,467836,86190,921910,192311,44.8,330,stable,32.6,230,1176558,0,0
TX,"Trinity County, Texas",2381,1166,1215,48455,34295,5485,1489,5866,1491,11351,2980,90.7,23,stable,74.7,19,14402,0,0
TX,"Tyler County, Texas",3159,1489,1670,48457,41360,7657,1696,8058,1627,15715,3323,72.8,23,stable,60.6,19,21347,0,0
TX,"Upshur County, Texas",5322,2251,3071,48459,46673,16130,3570,16157,3745,32287,7315,75.5,39,stable,57.6,29,40603,0,0
TX,"Upton County, Texas",657,278,379,48461,46131,1214,378,1316,439,2530,817,*,3 or fewer,stable,89.1,3,3651,0,0
TX,"Uvalde County, Texas",5248,2307,2941,48463,38568,9925,3035,10651,2984,20576,6019,38.1,12,stable,32.7,10,27245,0,0
TX,"Val Verde County, Texas",9738,4303,5435,48465,42174,17516,5036,17926,5882,35442,10918,35.4,17,stable,31.3,15,48988,0,0
TX,"Van Zandt County, Texas",8787,3991,4796,48467,44002,20005,5621,21102,5344,41107,10965,68.7,52,stable,57.5,42,53547,0,0
TX,"Victoria County, Texas",14531,6219,8312,48469,51758,35369,8179,36915,8540,72284,16719,57.6,56,stable,39.5,38,92382,0,0
TX,"Walker County, Texas",12642,5139,7503,48471,37666,19845,3706,24287,4320,44132,8026,68.5,43,stable,46.6,28,70699,0,0
TX,"Waller County, Texas",7505,3529,3976,48473,51348,17736,5186,17510,5160,35246,10346,53.7,21,stable,36.9,15,48656,0,0
TX,"Ward County, Texas",1831,905,926,48475,51345,4602,906,4370,1217,8972,2123,69.8,9,stable,57.7,7,11721,0,0
TX,"Washington County, Texas",4325,1895,2430,48477,51269,13553,3285,14529,2211,28082,5496,44.7,22,stable,35.4,17,34765,0,0
TX,"Webb County, Texas",82307,36856,45451,48479,38862,85837,40609,91945,42511,177782,83120,30.3,51,stable,20.7,35,269721,0,0
TX,"Wharton County, Texas",7178,3232,3946,48481,45176,15744,4348,16861,4001,32605,8349,49.7,25,stable,39.2,19,41486,0,0
TX,"Wheeler County, Texas",862,419,443,48483,52221,2148,673,2094,633,4242,1306,54,4,stable,59.1,4,5657,0,0
TX,"Wichita County, Texas",20712,8817,11895,48485,45543,45680,9621,51992,10046,97672,19667,74.9,106,stable,55.8,79,131705,0,0
TX,"Wilbarger County, Texas",2275,1155,1120,48487,41630,5337,1132,5308,1217,10645,2349,62.3,11,stable,43.5,7,13027,0,0
TX,"Willacy County, Texas",7604,3426,4178,48489,26495,6349,3273,6820,3070,13169,6343,40.4,9,stable,35.2,7,21903,0,0
TX,"Williamson County, Texas",35014,15936,19078,48491,73750,199404,30976,211551,27780,410955,58756,50.9,178,stable,35.5,122,508514,0,0
TX,"Wilson County, Texas",4783,2127,2656,48493,68100,19112,3384,19368,2993,38480,6377,43.7,22,stable,35.9,18,47520,0,0
TX,"Winkler County, Texas",1040,370,670,48495,55756,2829,879,2766,995,5595,1874,67.8,5,stable,49.1,4,8005,0,0
TX,"Wise County, Texas",7015,2646,4369,48497,56897,24533,5501,24716,5520,49249,11021,63.1,41,stable,55.2,35,62953,0,0
TX,"Wood County, Texas",6073,2621,3452,48499,45686,16976,3633,17291,4003,34267,7636,75.4,57,stable,57.9,44,43356,0,0
TX,"Yoakum County, Texas",979,308,671,48501,56153,3063,1048,3125,966,6188,2014,66.2,5,stable,52.8,4,8546,0,0
TX,"Young County, Texas",2751,1308,1443,48503,44693,6888,2148,7086,1934,13974,4082,74.2,20,stable,60.2,16,18270,0,0
UT,"Box Elder County, Utah",4779,2317,2462,49003,55038,23124,2303,23051,2112,46175,4415,20.4,10,stable,17.6,8,52097,0,0
UT,"Cache County, Utah",17713,8262,9451,49005,50497,51912,6142,53168,5493,105080,11635,15.8,12,stable,9.2,7,120783,0,0
UT,"Carbon County, Utah",3113,1350,1763,49007,46900,8742,1467,9307,1195,18049,2662,51.1,12,stable,34.5,8,20479,0,0
UT,"Davis County, Utah",24718,10960,13758,49011,71112,145687,14662,147007,12969,292694,27631,25,57,stable,17.2,38,336043,0,0
UT,"Duchesne County, Utah",2019,821,1198,49013,61133,8292,1519,8101,1535,16393,3054,50.2,8,stable,34.9,6,20862,0,0
UT,"Grand County, Utah",1740,877,863,49019,41312,3426,1354,3470,1073,6896,2427,61.9,7,stable,44.1,5,9516,0,0
UT,"Iron County, Utah",9727,4998,4729,49021,43855,18610,4636,19409,4043,38019,8679,29.5,11,stable,19.7,7,48368,0,0
UT,"Salt Lake County, Utah",131630,61427,70203,49035,62117,451726,84207,463806,71201,915532,155408,32.1,260,falling,22.1,177,1107314,0,1
UT,"Sanpete County, Utah",4043,1618,2425,49039,50323,10296,2052,11239,2099,21535,4151,29.3,8,stable,18.8,5,28778,0,0
UT,"Sevier County, Utah",2973,1222,1751,49041,46291,8616,1742,8384,1772,17000,3514,30.3,7,stable,21.3,5,20984,0,0
UT,"Summit County, Utah",3001,1546,1455,49043,91773,17112,2404,16860,2021,33972,4425,18.2,6,stable,14.4,4,39633,0,0
UT,"Tooele County, Utah",4339,1877,2462,49045,63552,27050,3351,27218,2768,54268,6119,40.2,16,stable,28.9,12,62952,0,0
UT,"Uintah County, Utah",3261,1530,1731,49047,66815,14957,2986,14652,2753,29609,5739,27.6,7,stable,24.3,6,37928,0,0
UT,"Utah County, Utah",71110,33388,37722,49049,62180,242176,32950,241635,31570,483811,64520,18.5,56,falling,12.4,37,575205,0,1
UT,"Wasatch County, Utah",2633,1199,1434,49051,66486,11263,2016,11400,1808,22663,3824,34.5,6,stable,23.1,4,29161,0,0
UT,"Washington County, Utah",21893,10244,11649,49053,50774,59249,13064,62096,12364,121345,25428,29.7,55,stable,22.5,41,155602,0,0
UT,"Weber County, Utah",30547,14446,16101,49057,56581,100971,16736,102594,15564,203565,32300,33.6,69,stable,25.4,51,243645,0,0
VA,"Accomack County, Virginia",6384,2475,3909,51001,39412,12900,2962,14094,2753,26994,5715,91.1,46,stable,76.7,38,32973,0,0
VA,"Albemarle County, Virginia",9714,4431,5283,51003,68449,44260,4170,49034,4068,93294,8238,41,49,stable,34.1,41,105703,0,0
VA,"Alleghany County, Virginia",2682,1184,1498,51005,45007,7093,703,7364,666,14457,1369,54.8,14,falling,61.3,16,15677,0,1
VA,"Amelia County, Virginia",1471,792,679,51007,56850,5483,971,5376,848,10859,1819,75.3,13,falling,65.5,11,12903,0,1
VA,"Amherst County, Virginia",4086,2099,1987,51009,47558,13171,2199,15012,1588,28183,3787,64.7,28,stable,51.8,23,31914,0,0
VA,"Appomattox County, Virginia",2668,1172,1496,51011,48823,6642,713,6903,879,13545,1592,75.5,15,stable,53.8,11,15414,0,0
VA,"Arlington County, Virginia",19996,9134,10862,51013,105763,97738,11574,101234,9734,198972,21308,37.2,61,stable,26.3,43,229164,0,0
VA,"Augusta County, Virginia",6694,2535,4159,51015,54558,30103,3876,32697,3556,62800,7432,51.7,53,stable,45.9,46,74314,0,0
VA,"Bath County, Virginia",347,185,162,51017,43646,1919,287,1971,344,3890,631,66,5,stable,41.6,4,4470,0,0
VA,"Bland County, Virginia",621,287,334,51021,45294,2578,245,2649,255,5227,500,83.5,8,stable,54.2,5,6561,0,0
VA,"Botetourt County, Virginia",2701,1248,1453,51023,60454,15366,893,15919,708,31285,1601,56.4,26,stable,41.9,20,33347,0,0
VA,"Brunswick County, Virginia",3298,1396,1902,51025,36919,6129,1200,7046,841,13175,2041,74.6,18,stable,46.5,11,16698,0,0
VA,"Buchanan County, Virginia",5841,2717,3124,51027,29679,9635,1386,10011,1414,19646,2800,53.9,18,stable,56.4,19,22776,0,0
VA,"Buckingham County, Virginia",2867,1283,1584,51029,40331,6196,1305,6470,1069,12666,2374,76.7,17,stable,54.2,11,17032,0,0
VA,"Campbell County, Virginia",7309,3096,4213,51031,47699,22926,3396,25433,2771,48359,6167,54.2,40,stable,47,35,55086,0,0
VA,"Caroline County, Virginia",3601,1521,2080,51033,59227,11117,1658,12880,1543,23997,3201,83.6,29,stable,64.6,21,29984,0,0
VA,"Carroll County, Virginia",5017,2237,2780,51035,35000,12746,2169,12772,2031,25518,4200,56.4,26,stable,55.4,26,29724,0,0
VA,"Charles City County, Virginia",933,379,554,51036,49563,3040,478,3211,366,6251,844,51.9,7,stable,55.6,7,7040,0,0
VA,"Charlotte County, Virginia",2589,1050,1539,51037,35079,5037,994,5142,1002,10179,1996,59.5,11,stable,42.1,8,12201,0,0
VA,"Chesterfield County, Virginia",24002,10156,13846,51041,72609,140593,15440,154425,14959,295018,30399,69.4,211,falling,47.6,143,335687,0,1
VA,"Clarke County, Virginia",1556,734,822,51043,71295,6011,910,6253,930,12264,1840,63.4,13,stable,64.9,13,14363,0,0
VA,"Craig County, Virginia",611,218,393,51045,44330,2140,345,2461,249,4601,594,58.9,5,stable,54,4,5211,0,0
VA,"Culpeper County, Virginia",4320,1806,2514,51047,66697,19760,3129,21227,2709,40987,5838,70.6,35,stable,54.3,26,49432,0,0
VA,"Cumberland County, Virginia",1996,1065,931,51049,39301,3922,1018,4156,763,8078,1781,64.8,9,stable,59.2,8,9719,0,0
VA,"Dickenson County, Virginia",3225,1513,1712,51051,33624,6679,911,6684,794,13363,1705,76.1,17,stable,71.6,16,15115,0,0
VA,"Dinwiddie County, Virginia",4061,1686,2375,51053,51397,12015,1568,12668,1434,24683,3002,70.9,24,stable,55,19,27852,0,0
VA,"Essex County, Virginia",1533,584,949,51057,42760,4431,704,5217,723,9648,1427,81.5,13,stable,61.8,10,11130,0,0
VA,"Fairfax County, Virginia",66762,29498,37264,51059,112552,484051,64076,509943,57197,993994,121273,40,390,stable,25.6,242,1142234,0,0
VA,"Fauquier County, Virginia",3762,1662,2100,51061,91609,29662,3417,31138,2792,60800,6209,48.7,37,stable,41.3,30,68782,0,0
VA,"Floyd County, Virginia",1551,803,748,51063,48005,6874,900,6930,731,13804,1631,47.5,10,stable,38.8,8,15651,0,0
VA,"Fluvanna County, Virginia",1618,666,952,51065,63938,10621,1184,11949,956,22570,2140,66.4,22,stable,39.4,13,26235,0,0
VA,"Franklin County, Virginia",8123,3695,4428,51067,46870,23707,3737,24950,3592,48657,7329,53.1,42,falling,43.4,34,56264,0,1
VA,"Frederick County, Virginia",5247,2162,3085,51069,69098,34801,4806,36267,4491,71068,9297,72.3,64,stable,52.6,46,83199,0,0
VA,"Giles County, Virginia",1891,851,1040,51071,46390,6871,1369,7376,1158,14247,2527,66.7,16,falling,64.1,16,16708,0,1
VA,"Gloucester County, Virginia",2735,1165,1570,51073,61121,15163,2448,16690,1875,31853,4323,88.7,42,stable,72.2,34,37143,0,0
VA,"Goochland County, Virginia",1163,520,643,51075,79330,9463,565,9654,727,19117,1292,66.3,20,stable,44.3,13,22253,0,0
VA,"Grayson County, Virginia",3244,1359,1885,51077,29942,6406,1063,6899,929,13305,1992,63.6,16,falling,62.7,16,16012,0,1
VA,"Greene County, Virginia",1853,751,1102,51079,61550,7787,1368,8152,1421,15939,2789,62.5,14,stable,44,9,19162,0,0
VA,"Greensville County, Virginia",1490,497,993,51081,38012,2862,304,3991,407,6853,711,81.5,12,stable,53.1,8,11885,0,0
VA,"Halifax County, Virginia",6675,3041,3634,51083,35240,13598,2820,15992,2384,29590,5204,58.7,32,stable,49.6,27,35125,0,0
VA,"Hanover County, Virginia",5976,2392,3584,51085,78645,45981,3228,48666,2723,94647,5951,80.7,94,stable,53,60,103227,0,0
VA,"Henrico County, Virginia",33914,14118,19796,51087,61934,131760,17728,151314,16043,283074,33771,57.2,190,stable,46.2,154,325155,0,0
VA,"Henry County, Virginia",9520,4167,5353,51089,35293,21245,3589,23490,3644,44735,7233,69.9,56,stable,54.7,44,51881,0,0
VA,"Isle of Wight County, Virginia",4137,1943,2194,51093,65741,15400,1844,16581,1445,31981,3289,63,29,falling,47.6,22,36314,0,1
VA,"James City County, Virginia",5648,2559,3089,51095,75710,30377,2719,33417,2569,63794,5288,42.8,45,stable,34,37,73147,0,0
VA,"King and Queen County, Virginia",949,470,479,51097,48292,3046,620,2929,511,5975,1131,80.1,8,stable,69,7,7158,0,0
VA,"King George County, Virginia",1366,522,844,51099,81688,11106,1084,11501,817,22607,1901,92.7,19,stable,55.4,12,25515,0,0
VA,"King William County, Virginia",1897,835,1062,51101,62031,7059,784,7410,785,14469,1569,60.8,11,stable,48.2,9,16269,0,0
VA,"Lancaster County, Virginia",1246,551,695,51103,50374,4506,709,5247,581,9753,1290,58.5,15,stable,50.8,13,10965,0,0
VA,"Lee County, Virginia",6027,2490,3537,51105,31086,9978,1920,10177,1706,20155,3626,82.4,27,falling,85.9,28,24742,0,1
VA,"Loudoun County, Virginia",14047,5850,8197,51107,123453,157541,14975,163902,12866,321443,27841,40.8,85,falling,34.2,67,375629,0,1
VA,"Louisa County, Virginia",3385,1584,1801,51109,57829,13771,2941,14541,2635,28312,5576,80,35,stable,59.7,26,34602,0,0
VA,"Lunenburg County, Virginia",2279,1015,1264,51111,39506,4355,870,5104,862,9459,1732,67.5,12,stable,57.7,11,12299,0,0
VA,"Madison County, Virginia",1613,725,888,51113,47736,5113,1182,5844,832,10957,2014,81.9,15,stable,47.1,9,13134,0,0
VA,"Mathews County, Virginia",613,274,339,51115,63845,3671,370,4387,333,8058,703,64.6,10,stable,47.6,9,8862,0,0
VA,"Mecklenburg County, Virginia",5975,2697,3278,51117,37356,11851,2293,14112,1936,25963,4229,75.2,39,stable,63.5,33,31081,0,0
VA,"Middlesex County, Virginia",982,462,520,51119,54654,4455,555,4995,345,9450,900,79.4,16,stable,60.1,13,10606,0,0
VA,"Montgomery County, Virginia",21707,11805,9902,51121,46663,45251,4418,43141,3090,88392,7508,54,43,stable,41.7,33,97653,0,0
VA,"Nelson County, Virginia",2159,1131,1028,51125,47118,6176,1016,6693,916,12869,1932,92,21,stable,62.3,15,14785,0,0
VA,"New Kent County, Virginia",1327,485,842,51127,73041,8949,665,8786,620,17735,1285,76.4,15,stable,68.1,13,20392,0,0
VA,"Northampton County, Virginia",2730,1193,1537,51131,35055,4367,1341,5069,1109,9436,2450,83.6,17,stable,73.6,15,12155,0,0
VA,"Northumberland County, Virginia",1352,537,815,51133,51885,5443,494,5866,501,11309,995,71.6,20,stable,52.3,14,12232,0,0
VA,"Nottoway County, Virginia",3444,1760,1684,51135,36284,6074,1133,6609,673,12683,1806,67.6,14,stable,52.4,11,15673,0,0
